,OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed,x,y
114,120,PEC-LDN-0050,Loudoun County,DATA CENTER BUILDING C,DCT DULLES PHASE II LLC,22631 DULLES SUMMIT CT,045358110000,7.43,"103,000",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045358110000&jur=107&taxyr=2024&LMparent=20,,38.9917194,-77.44855245,2024-04-10,SEP,38.9917194,,-8621533.421410136,4720485.51707892
115,122,PEC-LDN-0052,Loudoun County,IAD03,ALIGNED ENERGY DATA CENTERS ASHBURN LLC,22580 RELOCATION DR,045399350000,12.89,"180,355",72.0,Complete,Existing,square footage less than anticipated,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=045399350000&jur=107&taxyr=2025&LMparent=20,https://datacenterhawk.com/marketplace/providers/aligned-data-centers/22715-relocation-drive/iad03,38.99307681,-77.43411536,2025-08-06,SEP,38.99307681,,-8619926.2919028,4720679.933527861
116,123,PEC-LDN-0053,Loudoun County,QTS Ashburn-Moran,QTS,1506 MORAN RD,045458114000,2.99,"65,058",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045458114000&jur=107&taxyr=2024&LMparent=20,,38.99446223,-77.44814117,2024-04-10,SEP,38.99446223,,-8621487.637929965,4720878.365583159
117,124,PEC-LDN-0054,Loudoun County,1501 Moran Road,Edgecore,1501 Moran Road,045465016000,7.65,"285,000",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=045465016000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/49535f6c-c976-4052-b47c-bc3f6488a7aa?tab=attachments,38.99519698,-77.44622511,2025-08-06,SEP,38.99519698,,-8621274.34310643,4720983.604526311
118,125,PEC-LDN-0055,Loudoun County,22350 KIPPER DR AWS,Amazon Data Services Inc,22350 KIPPER DR,045494813000,10.65,"203,460",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045494813000&jur=107&taxyr=2024&LMparent=20,,38.99508858,-77.43511004,2024-04-10,SEP,38.99508858,,-8620037.019173903,4720968.078222233
119,126,PEC-LDN-0056,Loudoun County,IAD3 Evoque Cyxtera,22995 WILDER COURT LLC,22995 WILDER CT,046368231000,11.51,"130,400",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=046368231000&jur=107&taxyr=2024&LMparent=20,,38.98105939,-77.44433907,2024-04-10,SEP,38.98105939,,-8621064.390094018,4718958.855739703
120,127,PEC-LDN-0057,Loudoun County,IAD114,BEAUMEADE LC PHASE III LLC,20945 LOUDOUN COUNTY PKWY,059309091000,10.7,"147,600",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=059309091000&jur=107&taxyr=2024&LMparent=20,,39.03563056,-77.45093717,2024-04-10,SEP,39.03563056,,-8621798.887226222,4726776.630419125
121,128,PEC-LDN-0058,Loudoun County,21551 BEAUMEADE CIR,BEAUMEADE TECHNOLOGY PARTNERS LLC,21551 BEAUMEADE CIR,060108050000,10.73,"152,400",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060108050000&jur=107&taxyr=2024&LMparent=20,,39.02088482,-77.45114126,2024-04-10,SEP,39.02088482,,-8621821.6064211,4724663.585515423
122,129,PEC-LDN-0059,Loudoun County,ACC5 ACC6 Digital Realty,FOX PROPERTIES LLC,44521 HASTINGS DR,060170268000,30.44,"518,449",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060170268000&jur=107&taxyr=2024&LMparent=20,,39.02070229,-77.46347144,2024-04-10,SEP,39.02070229,,-8623194.19578009,4724637.431971272
123,131,PEC-LDN-0061,Loudoun County,44470 Chilum Place,EQUINIX,44470 CHILUM PL,060182916001,22.1,"100,121",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060182916001&jur=107&taxyr=2024&LMparent=20,,39.02220796,-77.46144166,2024-04-10,SEP,39.02220796,,-8622968.24170406,4724853.171714322
124,132,PEC-LDN-0062,Loudoun County,44490 CHILUM PL,BLUE SLING ACC 2 LLC,44490 CHILUM PL,060182916002,0.0,"87,560",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=060182916002&jur=107&taxyr=2024&LMparent=20,,39.02134109,-77.45830079,2024-04-10,SEP,39.02134109,,-8622618.601655014,4724728.961790545
125,133,PEC-LDN-0063,Loudoun County,44520 HASTINGS DR,QUILL EQUITY LLC,44520 HASTINGS DR,060182916003,0.0,"148,717",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060182916003&jur=107&taxyr=2024,,39.01993471,-77.45988872,2024-04-10,SEP,39.01993471,,-8622795.369214034,4724527.451132325
126,134,PEC-LDN-0064,Loudoun County,21745 BEAUMEADE CIR,21673 BEAUMEADE CIRCLE LLC,21745 BEAUMEADE CIR,060189720000,22.6,"455,793",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060189720000&jur=107&taxyr=2024,,39.01851166,-77.45889795,2024-04-10,SEP,39.01851166,,-8622685.077202134,4724323.55602257
127,135,PEC-LDN-0064A,Loudoun County,21673 BEAUMEADE CIRCLE LLC,Cologix,21673 BEAUMEADE CIRCLE,060189720000,0.0,"544,207",,Expansion,Proposed,Expansion of 21673 BEAUMEADE CIRCLE LLC,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060189720000&jur=107&taxyr=2024,https://baxtel.com/data-center/cologix-ashburn-ash1,39.01941242,-77.45794519,2024-04-10,SEP,39.01941242,,-8622579.01644409,4724452.616758826
128,136,PEC-LDN-0065,Loudoun County,MONTEREY DC ASSETS,MONTEREY DC ASSETS LLC,21571 BEAUMEADE CIR,060202337000,14.15,"164,455",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060202337000&jur=107&taxyr=2024&LMparent=20,,39.02194221,-77.45328952,2024-04-10,SEP,39.02194221,,-8622060.749630386,4724815.093423953
129,137,PEC-LDN-0066,Loudoun County,44790 PERFORMANCE CIR,EQUINIX,44790 PERFORMANCE CIR,060209652000,44.53,"672,244",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060209652000&jur=107&taxyr=2024,,39.02357221,-77.45090467,2024-04-10,SEP,39.02357221,,-8621795.269342767,4725048.652077451
130,138,PEC-LDN-0067,Loudoun County,RAGING WIRE VA1,RAGINGWIRE DATA CENTERS INC,44664 GUILFORD DR,060298548000,7.2,"109,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=060298548000&jur=107&taxyr=2024&LMparent=20,,39.02266089,-77.4548714,2024-04-10,SEP,39.02266089,,-8622236.843706481,4724918.070633299
131,139,PEC-LDN-0068,Loudoun County,BCORE COPT DC-15,BCORE COPT DC-15 LLC,44862 INTERCONNECTION PL,060307119000,37.9,"446,732",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060307119000&jur=107&taxyr=2024,,39.02639748,-77.45114855,2024-04-10,SEP,39.02639748,,-8621822.417940186,4725453.490758664
132,140,PEC-LDN-0069,Loudoun County,DBT-DATA ASHBURN HOLDING I,NTT GLOBAL DATA CENTERS AMERICAS INC,44610 GUILFORD DR,060386530000,4.74,"123,200",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060386530000&jur=107&taxyr=2024,,39.02489857,-77.45765052,2024-04-10,SEP,39.02489857,,-8622546.213929737,4725238.706882996
133,141,PEC-LDN-0070,Loudoun County,DC 8 9 10 DE,DC 8 9 10 DE LLC,21271 SMITH SWITCH RD,060485060000,34.74,"429,711",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=060485060000&jur=107&taxyr=2024,,39.02907864,-77.45896392,2024-04-10,SEP,39.02907864,,-8622692.420948947,4725837.694589062
134,142,PEC-LDN-0071,Loudoun County,21955 LOUDOUN COUNTY PKWY,CloudHQ,21955 LOUDOUN COUNTY PKWY,061177666002,29.96,"983,994",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061177666002&jur=107&taxyr=2024,,39.01002754,-77.46273662,2024-04-10,SEP,39.01002754,,-8623112.395991864,4723108.033444962
135,143,PEC-LDN-0072,Loudoun County,21455 Beaumeade Circle,EQUINIX,Corner of Beaumeade Circle and Waxpool Rd,061205971000,16.36,"265,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061204719000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/american-real-estate-partners-buys-land-plans-data-center-northern-virginia/,39.01153585,-77.45264742,2024-04-10,SEP,39.01153585,,-8621989.27138535,4723324.118841988
136,144,PEC-LDN-0073,Loudoun County,DIGITAL REALTY ACC10,BLUE SLING ACC 10 LLC,21744 SIR TIMOTHY DR,061268762000,16.56,"288,400",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061268762000&jur=107&taxyr=2024&LMparent=20,,39.01327692,-77.46601762,2024-04-10,SEP,39.01327692,,-8623477.63524115,4723573.555923758
137,145,PEC-LDN-0074,Loudoun County,44621 WAXPOOL RD,KAVEH VENTURES LLC,44621 WAXPOOL RD,061275931000,15.73,"493,504",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061275931000&jur=107&taxyr=2024&LMparent=20,,39.01213849,-77.4629108,2024-04-10,SEP,39.01213849,,-8623131.78562077,4723410.456297177
138,146,PEC-LDN-0075,Loudoun County,CLOUD HQ LC3,LOHRASP VENTURES LLC,44631 WAXPOOL RD,061285496000,15.38,"585,593",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061285496000&jur=107&taxyr=2024,,39.01115409,-77.45961026,2024-04-10,SEP,39.01115409,,-8622764.371188626,4723269.426226976
139,147,PEC-LDN-0076,Loudoun County,EQUINIX DC21,EQUINIX,22175 BEAUMEADE CIR,061298643000,10.18,"156,458",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061298643000&jur=107&taxyr=2024,,39.01186426,-77.45481385,2024-04-10,SEP,39.01186426,,-8622230.437269786,4723371.168537807
140,148,PEC-LDN-0077,Loudoun County,EQUINIX ASHBURN EAST,EQUINIX,22165 BEAUMEADE CIR,061200160000,9.7,"361,600",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061301740000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/bd36a7c3-e836-4275-a899-347180318c33?tab=attachments,39.01382868,-77.45398778,2025-08-06,SEP,39.01382868,,-8622138.479578031,4723652.605953482
141,149,PEC-LDN-0078,Loudoun County,21310 BEAUMEADE CIR,BEAUMEADE DC BUILDING LLC,21310 BEAUMEADE CIR,061303369000,8.68,"190,250",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061303369000&jur=107&taxyr=2024,,39.01584869,-77.45340782,2024-04-10,SEP,39.01584869,,-8622073.918726146,4723942.015758645
142,150,PEC-LDN-0079,Loudoun County,H5 CAPITAL-ASHBURN,ASHBURN DATA PROPERTY OWNER LP,21800 BEAUMEADE CIR,061307791000,5.25,"228,816",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061307791000&jur=107&taxyr=2024&LMparent=20,,39.01373262,-77.45174904,2024-04-10,SEP,39.01373262,,-8621889.264181212,4723638.843501831
143,151,PEC-LDN-0080,Loudoun County,ALIGNED DATA CENTER IAD01,ALIGNED ENERGY DATA CENTERS,21890 UUNET DR,061355894000,8.85,"368,600",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061355894000&jur=107&taxyr=2024&LMparent=20,,39.01393563,-77.46997356,2024-04-10,SEP,39.01393563,,-8623918.008467562,4723667.928630099
144,152,PEC-LDN-0081,Loudoun County,BLUE SLING ACC 9,BLUE SLING ACC 9 LLC,21745 SIR TIMOTHY DR,061361948000,18.82,"362,100",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061361948000&jur=107&taxyr=2024,,39.01549243,-77.46757943,2024-04-10,SEP,39.01549243,,-8623651.495135069,4723890.97326377
145,153,PEC-LDN-0082,Loudoun County,Digital Filigree,Digital Realty,21780 FILIGREE CT,061394321000,13.13,"342,003",,Redevelopment,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061394321000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/f74213d7-0302-43fe-be04-0b7241e37af4?tab=attachments,39.01367629,-77.45641678,2025-08-06,SEP,39.01367629,,-8622408.87462117,4723630.773149278
146,154,PEC-LDN-0083,Loudoun County,21320 BEAUMEADE CIR,BEAUMEADE DC BUILDING LLC,21320 BEAUMEADE CIR,061407107000,9.56,"190,250",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=061407107000&jur=107&taxyr=2024,,39.01704513,-77.4522879,2024-04-10,SEP,39.01704513,,-8621949.249802023,4724113.435376452
147,155,PEC-LDN-0084,Loudoun County,ACC7 Digital Realty,ALSHAIN VENTURES LLC,21625 GRESHAM DR,061467942000,23.33,"446,500",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061467942000&jur=107&taxyr=2024&LMparent=20,,39.01753003,-77.46567818,2024-04-10,SEP,39.01753003,,-8623439.848953197,4724182.910118923
148,156,PEC-LDN-0085,Loudoun County,Filigree Ct Campus,EQUINIX,21701 FILIGREE CT,061483407000,31.97,"679,455",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=061483407000&jur=107&taxyr=2024&LMparent=20,,39.01585308,-77.45988623,2024-04-10,SEP,39.01585308,,-8622795.092028497,4723942.64472941
149,160,PEC-LDN-0088,Loudoun County,IAD Round Table Campus Digital Realty,DIGITAL LOUDOUN 3 LLC,44274 ROUND TABLE PLZ,062462761000,93.69,"1,564,173",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062462761000&jur=107&taxyr=2024&LMparent=20,,39.00662947,-77.46619629,2024-04-10,SEP,39.00662947,,-8623497.524694575,4722621.231767327
150,161,PEC-LDN-0089,Loudoun County,"IAD 41, IAD 42, BLDG P",DIGITAL LOUDOUN 3 LLC,44757 ROUND TABLE PLZ,062493798000,31.73,"789,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062493798000&jur=107&taxyr=2024&LMparent=20,,39.00840765,-77.45794438,2024-04-10,SEP,39.00840765,,-8622578.926275302,4722875.967866103
151,162,PEC-LDN-0090,Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC2,QTS,44655 QUALITY TECH LN,063494014000,9.03,"252,473",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=063494014000&jur=107&taxyr=2024&LMparent=20,,38.99543448,-77.45692425,2024-04-10,SEP,38.99543448,,-8622465.36592316,4721017.622111466
152,163,PEC-LDN-0091,Loudoun County,QTS Lockridge ASH2 Quality Tech Lane DC1,ASHBURN ACQUISITION CO II LLC,44675 QUALITY TECH LN,063498140000,14.44,"308,630",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=063498140000&jur=107&taxyr=2024&LMparent=20,,38.99553454,-77.45531493,2024-04-10,SEP,38.99553454,,-8622286.217240239,4721031.953933317
153,164,PEC-LDN-0092,Loudoun County,19508 Freedom Trail Road,JK Land Holdings,19508 Freedom Trail Road,083359224000,108.01,"1,100,000",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=083359224000&jur=107&taxyr=2024,https://www.datacenterdynamics.com/en/news/jk-land-holdings-buys-108-acres-for-data-center-development-in-ashburn-virginia/,39.07646408,-77.49912608,2024-04-10,SEP,39.07646408,,-8627163.2521493,4732630.321817487
154,165,PEC-LDN-0093,Loudoun County,21821 UUNET DR,ALIGNED ENERGY DATA CENTERS,21821 UUNET DR,088101859000,10.85,"438,460",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088101859000&jur=107&taxyr=2024&LMparent=20,,39.01025528,-77.47497478,2024-04-10,SEP,39.01025528,,-8624474.741731308,4723140.659922815
155,166,PEC-LDN-0094,Loudoun County,EQUINEX DC13,EQUINIX,21830 UUNET DR,088200644000,6.21,"108,300",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088200644000&jur=107&taxyr=2024&LMparent=20,,39.01260183,-77.47533285,2024-04-10,SEP,39.01260183,,-8624514.601901377,4723476.83738367
156,167,PEC-LDN-0095,Loudoun County,ALIGNED ENERGY DATA CENTERS ASHBURN,ALIGNED ENERGY DATA CENTERS,21838 UUNET DR,088205761000,6.15,"107,253",,Complete,Existing,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088205761000&jur=107&taxyr=2024&LMparent=20,,39.01321236,-77.47296648,2024-04-10,SEP,39.01321236,,-8624251.17879795,4723564.306526048
157,169,PEC-LDN-0097,Loudoun County,Red Rum Dr Campus Sabey Data Centers,INTERGATE ASHBURN I LLC,21735 RED RUM DR,088392214000,34.35,"400,232",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088392214000&jur=107&taxyr=2024&LMparent=20,,39.01470116,-77.47845566,2024-04-10,SEP,39.01470116,,-8624862.23152042,4723777.606432742
158,171,PEC-LDN-0099,Loudoun County,IAD3 DataBank,ZCOLO LLC,21630 RED RUM DR,088481748000,10.97,"286,800",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088481748000&jur=107&taxyr=2024&LMparent=20,,39.01779141,-77.48172298,2024-04-10,SEP,39.01779141,,-8625225.94791908,4724220.359910658
159,172,PEC-LDN-0100,Loudoun County,QTS DATA CENTER ASH3-DC1,QTS,22291 SHELLHORN RD,089100937000,14.3,"310,717",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089100937000&jur=107&taxyr=2024&LMparent=20,,38.998035,-77.47548065,2024-04-10,SEP,38.998035,,-8624531.054922115,4721390.107098884
160,173,PEC-LDN-0101,Loudoun County,ASH3 DC2,QTS,22271 SHELLHORN RD,089104437000,10.92,"302,180",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089104437000&jur=107&taxyr=2024&LMparent=20,,38.99865778,-77.47419201,2024-04-10,SEP,38.99865778,,-8624387.6041735,4721479.312905404
161,174,PEC-LDN-0102,Loudoun County,IAD12,Digital Realty,43881 DEVIN SHAFRON DR,089278681000,10.36,"180,000",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089278681000&jur=107&taxyr=2024&LMparent=20,,39.00198339,-77.48332173,2024-04-10,SEP,39.00198339,,-8625403.919954984,4721955.68016157
162,175,PEC-LDN-0103,Loudoun County,IAD Digital Loudoun Plaza,Digital Realty,43940 DIGITAL LOUDOUN PLZ,089291706000,38.21,"1,137,740",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089291706000&jur=107&taxyr=2024&LMparent=20,,39.00082839,-77.47920034,2024-04-10,SEP,39.00082839,,-8624945.128918827,4721790.233034378
163,176,PEC-LDN-0104,Loudoun County,Zebra East,"WALSH, COLUCCI, LUBELEY & WALS / MINCHEW RANDALL J.",22130 LOUDOUN COUNTY PKWY,089309997000,105.55,"723,779",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=089309997000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/BD994C24-2C84-49FF-8D7B-B619C548E517?tab=attachments,39.00504915,-77.47150671,2025-08-06,SEP,39.00504915,,-8624088.677944873,4722394.845802361
164,177,PEC-LDN-0105,Loudoun County,IAD14,Digital Realty,43791 DEVIN SHAFRON DR,089367531000,7.76,"135,000",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089367531000&jur=107&taxyr=2024&LMparent=20,,39.00329462,-77.48721424,2024-04-10,SEP,39.00329462,,-8625837.232186092,4722143.509614148
165,178,PEC-LDN-0106,Loudoun County,43831 DEVIN SHAFRON DR,Digital Realty,43831 DEVIN SHAFRON DR,089372808000,6.74,"117,000",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089372808000&jur=107&taxyr=2024&LMparent=20,,39.0026917,-77.48534609,2024-04-10,SEP,39.0026917,,-8625629.270679366,4722057.142843674
166,179,PEC-LDN-0107,Loudoun County,IAD24,DIGITAL LOUDOUN II LLC,43830 DEVIN SHAFRON DR,089374763002,16.45,"266,742",,Complete,Existing,Computer Center. Project covers more than one parcel. The combined acreage is represented.,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=089374763002&jur=107&taxyr=2024&LMparent=20,,39.00466209,-77.48496657,2024-04-10,SEP,39.00466209,,-8625587.022706224,4722339.3989731595
167,180,PEC-LDN-0108,Loudoun County,DIGITAL-GCEAR1 ASHBURN,GI TC DEVIN SHAFRON LLC,43915 DEVIN SHAFRON DR,089382215000,8.2,"138,600",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=089382215000&jur=107&taxyr=2024,,39.00285962,-77.48191497,2024-04-10,SEP,39.00285962,,-8625247.320148112,4722081.196886514
168,182,PEC-LDN-0110,Loudoun County,Western Lands,Digital Realty,43616 CAPACITY DR,093365404006,221.12,"11,700,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=093185459000&jur=107&taxyr=2024&LMparent=20,https://www.bizjournals.com/washington/news/2024/02/27/sterling-digital-realty-trust-western-lands-dulles.html,38.95450081,-77.48892243,2025-08-06,SEP,38.95450081,,-8626027.38702707,4715156.297952754
169,185,PEC-LDN-0112,Loudoun County,AWS IAD61-IAD63 South Riding,Amazon Data Services Inc,25316 PREDICTION LN,097354183000,48.2,"778,426",,Complete,Existing,Computer Center,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?mode=commercial&UseSearch=no&pin=097354183000&jur=107&taxyr=2024&card=6&item=0&State=5|1|1|1|1|&items=4,,38.91676919,-77.49379612,2024-04-10,SEP,38.91676919,,-8626569.923716154,4709756.475702308
170,186,PEC-LDN-0113,Loudoun County,Sutton Bay,Amazon Data Services Inc,25800 SUTTON BAY PLZ,097398776000,43.41,"508,000",,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=097398776000&jur=107&taxyr=2024&LMparent=20,,38.91631015,-77.47834197,2024-04-10,SEP,38.91631015,,-8624849.575607514,4709690.799561467
171,187,PEC-LDN-0114,Loudoun County,Firefox Dulles,Amazon Data Services Inc,44150 WADE DR,097409598000,18.02,"641,451",,New,Proposed,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=097409598000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/78E3A554-EEDF-454D-B64F-9980B4A2E471?tab=attachments,38.92061348,-77.47288602,2024-04-10,SEP,38.92061348,,-8624242.22203172,4710306.505736996
172,194,PEC-LDN-0121,Loudoun County,Leesburg Gateway,Google,481 POTOMAC STATION DR,148350679000,99.16,"281,800",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=148350679000&jur=107&taxyr=2024,https://www.loudountimes.com/news/google-purchases-148-acres-in-loudoun-county-for-two-new-data-centers/article_9ea96f08-75b1-5779-9fcf-e2b1dec8429e.html,39.10315177,-77.5363821,2024-04-10,SEP,39.10315177,,-8631310.573324688,4736457.967597215
